Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Total Sales,Average Profit,Total Orders,Total Quantity
B-25267,4534.00,2235.00,4,Furniture,Tables,COD,21-08-2022,Michael Bell,California,San Diego,2022-08,,,,
B-25972,4911.00,186.00,20,Electronics,Phones,Debit Card,19-06-2022,Willie Huynh,New York,Buffalo,2022-06,,,,
B-25972,531.00,189.00,20,Furniture,Bookcases,Debit Card,19-06-2022,Willie Huynh,New York,Buffalo,2022-06,,,,
B-25511,9707.00,3483.00,10,Electronics,Electronic Games,EMI,29-01-2025,Samuel Hayes,Illinois,Peoria,2025-01,,,,
B-25511,8521.00,2584.00,7,Office Supplies,Paper,COD,29-01-2025,Samuel Hayes,Illinois,Peoria,2025-01,,,,
B-25744,8438.00,3427.00,12,Office Supplies,Binders,Credit Card,14-01-2022,Sherry Tran,New York,Buffalo,2022-01,,,,
B-25744,1689.00,109.00,9,Electronics,Electronic Games,UPI,14-01-2022,Sherry Tran,New York,Buffalo,2022-01,,,,
B-25744,3936.00,1626.00,14,Office Supplies,Paper,COD,14-01-2022,Sherry Tran,New York,Buffalo,2022-01,,,,
B-26805,7664.00,1753.00,19,Electronics,Phones,Debit Card,15-06-2023,Heather Gray,Ohio,Cincinnati,2023-06,,,,
B-25620,721.00,258.00,13,Electronics,Laptops,Debit Card,18-10-2023,Benjamin Meadows,Illinois,Peoria,2023-10,,,,
B-25620,721.00,258.00,13,Electronics,Laptops,Debit Card,13-06-2022,Micheal Graham,New York,Buffalo,2022-06,,,,
B-25620,8364.00,3055.00,17,Electronics,Laptops,Credit Card,18-10-2023,Benjamin Meadows,Illinois,Peoria,2023-10,,,,
B-25620,8364.00,3055.00,17,Electronics,Laptops,Credit Card,13-06-2022,Micheal Graham,New York,Buffalo,2022-06,,,,
B-25620,5234.00,2021.00,15,Furniture,Bookcases,EMI,18-10-2023,Benjamin Meadows,Illinois,Peoria,2023-10,,,,
B-25620,5234.00,2021.00,15,Furniture,Bookcases,EMI,13-06-2022,Micheal Graham,New York,Buffalo,2022-06,,,,
B-25325,3944.00,1559.00,18,Electronics,Phones,Credit Card,12-06-2024,Jean Jackson,California,San Francisco,2024-06,,,,
B-25325,6711.00,1045.00,12,Office Supplies,Pens,Credit Card,12-06-2024,Jean Jackson,California,San Francisco,2024-06,,,,
B-25325,5031.00,714.00,4,Furniture,Tables,Credit Card,12-06-2024,Jean Jackson,California,San Francisco,2024-06,,,,
B-25325,6295.00,2469.00,14,Office Supplies,Binders,EMI,12-06-2024,Jean Jackson,California,San Francisco,2024-06,,,,
B-25131,9654.00,4111.00,1,Office Supplies,Paper,UPI,27-06-2022,Timothy Murphy,California,San Francisco,2022-06,,,,
B-25131,3112.00,1065.00,20,Office Supplies,Binders,COD,27-06-2022,Timothy Murphy,California,San Francisco,2022-06,,,,
B-26654,7838.00,1142.00,13,Electronics,Phones,UPI,18-02-2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,,
B-26654,9300.00,3146.00,6,Electronics,Phones,Credit Card,18-02-2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,,
B-26654,1733.00,133.00,17,Office Supplies,Paper,Debit Card,18-02-2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,,
B-26195,874.00,235.00,15,Office Supplies,Binders,Debit Card,29-05-2023,Bryan Brown,New York,Rochester,2023-05,,,,
B-26195,874.00,235.00,15,Office Supplies,Binders,Debit Card,04-06-2021,Christopher Johnson,Florida,Miami,2021-06,,,,
B-25842,1248.00,584.00,13,Office Supplies,Pens,EMI,22-01-2024,Christina Conner,Ohio,Columbus,2024-01,,,,
B-25842,1248.00,584.00,13,Office Supplies,Pens,EMI,27-12-2022,Luis Luna,California,San Francisco,2022-12,,,,
B-25842,3669.00,154.00,14,Office Supplies,Markers,EMI,22-01-2024,Christina Conner,Ohio,Columbus,2024-01,,,,
B-25842,3669.00,154.00,14,Office Supplies,Markers,EMI,27-12-2022,Luis Luna,California,San Francisco,2022-12,,,,
B-25842,514.00,109.00,15,Office Supplies,Paper,Debit Card,22-01-2024,Christina Conner,Ohio,Columbus,2024-01,,,,
B-25842,514.00,109.00,15,Office Supplies,Paper,Debit Card,27-12-2022,Luis Luna,California,San Francisco,2022-12,,,,
B-25851,3273.00,85.00,16,Electronics,Phones,UPI,30-03-2024,Julie Chavez,Ohio,Cincinnati,2024-03,,,,
B-25427,5035.00,2008.00,2,Furniture,Chairs,COD,04-04-2020,Richard Blair,Florida,Miami,2020-04,,,,
B-25427,7702.00,60.00,19,Electronics,Printers,UPI,04-04-2020,Richard Blair,Florida,Miami,2020-04,,,,
B-25427,9884.00,4446.00,7,Electronics,Printers,EMI,04-04-2020,Richard Blair,Florida,Miami,2020-04,,,,
B-26224,5564.00,175.00,11,Electronics,Laptops,COD,22-01-2023,Mitchell Lester,Illinois,Chicago,2023-01,,,,
B-26224,5564.00,175.00,11,Electronics,Laptops,COD,12-04-2022,Mr. John Tyler PhD,Texas,Houston,2022-04,,,,
B-26224,5564.00,175.00,11,Electronics,Laptops,COD,13-12-2023,Juan Kelly,Florida,Miami,2023-12,,,,
B-26224,3953.00,1776.00,15,Electronics,Electronic Games,UPI,22-01-2023,Mitchell Lester,Illinois,Chicago,2023-01,,,,
B-26224,3953.00,1776.00,15,Electronics,Electronic Games,UPI,12-04-2022,Mr. John Tyler PhD,Texas,Houston,2022-04,,,,
B-26224,3953.00,1776.00,15,Electronics,Electronic Games,UPI,13-12-2023,Juan Kelly,Florida,Miami,2023-12,,,,
B-26896,6488.00,1591.00,18,Electronics,Printers,EMI,24-05-2023,Morgan Mccarthy,Texas,Dallas,2023-05,,,,
B-26896,6488.00,1591.00,18,Electronics,Printers,EMI,29-11-2020,Morgan Sullivan,Texas,Houston,2020-11,,,,
B-26469,7856.00,3699.00,17,Electronics,Electronic Games,UPI,24-03-2021,Eric Clark,Florida,Orlando,2021-03,,,,
B-26469,1165.00,51.00,3,Office Supplies,Pens,EMI,24-03-2021,Eric Clark,Florida,Orlando,2021-03,,,,
B-26219,9386.00,2555.00,20,Office Supplies,Markers,Credit Card,19-08-2020,Mark Padilla,California,San Diego,2020-08,,,,
B-26219,9386.00,2555.00,20,Office Supplies,Markers,Credit Card,20-10-2022,Anthony Lane,Ohio,Cleveland,2022-10,,,,
B-26119,3956.00,142.00,12,Office Supplies,Pens,Debit Card,20-09-2023,Jeffrey Henderson,Florida,Tampa,2023-09,,,,
B-26119,3956.00,142.00,12,Office Supplies,Pens,Debit Card,26-12-2024,Michelle Hardy,Texas,Dallas,2024-12,,,,
B-26119,6449.00,2628.00,11,Furniture,Bookcases,EMI,20-09-2023,Jeffrey Henderson,Florida,Tampa,2023-09,,,,
B-26119,6449.00,2628.00,11,Furniture,Bookcases,EMI,26-12-2024,Michelle Hardy,Texas,Dallas,2024-12,,,,
B-26988,6255.00,437.00,18,Office Supplies,Markers,COD,03-12-2021,Ms. Barbara Cervantes,New York,Rochester,2021-12,,,,
B-26988,2109.00,681.00,20,Electronics,Electronic Games,UPI,03-12-2021,Ms. Barbara Cervantes,New York,Rochester,2021-12,,,,
B-25596,6707.00,1041.00,20,Electronics,Phones,Credit Card,14-09-2021,Steven Proctor,Texas,Austin,2021-09,,,,
B-26845,7633.00,184.00,13,Office Supplies,Pens,COD,30-09-2021,Shannon Patterson,Illinois,Springfield,2021-09,,,,
B-25099,975.00,224.00,18,Office Supplies,Pens,COD,22-12-2021,William Valdez,California,San Diego,2021-12,,,,
B-25099,4492.00,1450.00,7,Furniture,Tables,EMI,22-12-2021,William Valdez,California,San Diego,2021-12,,,,
B-25099,7957.00,2834.00,12,Furniture,Chairs,UPI,22-12-2021,William Valdez,California,San Diego,2021-12,,,,
B-26153,4906.00,975.00,7,Furniture,Tables,Debit Card,18-05-2022,Laura Yu,Texas,Houston,2022-05,,,,
B-25060,1379.00,250.00,3,Office Supplies,Pens,Credit Card,08-10-2020,Jonathan Mcmillan,New York,Buffalo,2020-10,,,,
B-25060,4244.00,340.00,10,Electronics,Laptops,Debit Card,08-10-2020,Jonathan Mcmillan,New York,Buffalo,2020-10,,,,
B-26572,5911.00,2333.00,14,Furniture,Bookcases,EMI,20-08-2022,Austin Davis,California,San Diego,2022-08,,,,
B-26572,5911.00,2333.00,14,Furniture,Bookcases,EMI,25-11-2024,Mark Roy,California,San Francisco,2024-11,,,,
B-26572,1818.00,738.00,11,Office Supplies,Markers,EMI,20-08-2022,Austin Davis,California,San Diego,2022-08,,,,
B-26572,1818.00,738.00,11,Office Supplies,Markers,EMI,25-11-2024,Mark Roy,California,San Francisco,2024-11,,,,
B-25919,2140.00,970.00,4,Office Supplies,Paper,Credit Card,30-09-2020,Jillian Williams,California,San Diego,2020-09,,,,
B-25919,2140.00,970.00,4,Office Supplies,Paper,Credit Card,20-02-2025,Rebekah Carter,Florida,Orlando,2025-02,,,,
B-25919,2140.00,970.00,4,Office Supplies,Paper,Credit Card,20-03-2022,Jonathan Reed,California,San Francisco,2022-03,,,,
B-25919,2670.00,1026.00,1,Electronics,Laptops,Debit Card,30-09-2020,Jillian Williams,California,San Diego,2020-09,,,,
B-25919,2670.00,1026.00,1,Electronics,Laptops,Debit Card,20-02-2025,Rebekah Carter,Florida,Orlando,2025-02,,,,
B-25919,2670.00,1026.00,1,Electronics,Laptops,Debit Card,20-03-2022,Jonathan Reed,California,San Francisco,2022-03,,,,
B-26978,1108.00,167.00,18,Electronics,Laptops,Debit Card,07-03-2025,Roger Harris,Illinois,Springfield,2025-03,,,,
B-26978,9776.00,3750.00,9,Office Supplies,Binders,UPI,07-03-2025,Roger Harris,Illinois,Springfield,2025-03,,,,
B-26978,535.00,72.00,6,Furniture,Bookcases,COD,07-03-2025,Roger Harris,Illinois,Springfield,2025-03,,,,
B-26554,7564.00,3463.00,5,Office Supplies,Paper,Credit Card,16-06-2024,Louis Jimenez,Florida,Tampa,2024-06,,,,
B-26554,7564.00,3463.00,5,Office Supplies,Paper,Credit Card,21-11-2020,Jessica Jones,Illinois,Peoria,2020-11,,,,
B-26554,7564.00,3463.00,5,Office Supplies,Paper,Credit Card,01-10-2024,Renee Gomez,Florida,Miami,2024-10,,,,
B-26554,7564.00,3463.00,5,Office Supplies,Paper,Credit Card,01-07-2024,Connie Olson,Texas,Houston,2024-07,,,,
B-26554,3409.00,1605.00,20,Electronics,Electronic Games,UPI,16-06-2024,Louis Jimenez,Florida,Tampa,2024-06,,,,
B-26554,3409.00,1605.00,20,Electronics,Electronic Games,UPI,21-11-2020,Jessica Jones,Illinois,Peoria,2020-11,,,,
B-26554,3409.00,1605.00,20,Electronics,Electronic Games,UPI,01-10-2024,Renee Gomez,Florida,Miami,2024-10,,,,
B-26554,3409.00,1605.00,20,Electronics,Electronic Games,UPI,01-07-2024,Connie Olson,Texas,Houston,2024-07,,,,
B-26883,9751.00,2459.00,13,Office Supplies,Pens,COD,23-11-2020,Christian Jones,New York,Buffalo,2020-11,,,,
B-25423,6385.00,2656.00,11,Electronics,Printers,Credit Card,18-03-2023,Matthew Kelley,Florida,Orlando,2023-03,,,,
B-25423,6385.00,2656.00,11,Electronics,Printers,Credit Card,19-10-2022,Candace Martinez,Florida,Tampa,2022-10,,,,
B-26324,6355.00,1335.00,15,Electronics,Electronic Games,Debit Card,31-08-2023,Jacob Mann,Texas,Austin,2023-08,,,,
B-26324,6355.00,1335.00,15,Electronics,Electronic Games,Debit Card,06-06-2021,Keith Reese,Texas,Austin,2021-06,,,,
B-26945,7377.00,320.00,15,Electronics,Printers,Debit Card,21-12-2022,Aaron Jones,Texas,Austin,2022-12,,,,
B-26945,2054.00,371.00,12,Office Supplies,Markers,EMI,21-12-2022,Aaron Jones,Texas,Austin,2022-12,,,,
B-26405,7497.00,319.00,18,Furniture,Chairs,COD,12-02-2024,Christopher Brooks,Illinois,Peoria,2024-02,,,,
B-26046,2565.00,983.00,20,Electronics,Electronic Games,Debit Card,05-12-2022,Charles Moore,Florida,Miami,2022-12,,,,
B-26046,5024.00,1544.00,19,Office Supplies,Pens,COD,05-12-2022,Charles Moore,Florida,Miami,2022-12,,,,
B-25746,8243.00,1346.00,15,Office Supplies,Binders,Debit Card,04-04-2021,Manuel Walls,Texas,Houston,2021-04,,,,
B-25232,7792.00,1403.00,13,Office Supplies,Paper,UPI,12-02-2021,Darren Moore,Illinois,Peoria,2021-02,,,,
B-25232,7792.00,1403.00,13,Office Supplies,Paper,UPI,27-12-2022,Stephanie Thomas,New York,Rochester,2022-12,,,,
B-25232,7792.00,1403.00,13,Office Supplies,Paper,UPI,19-01-2024,Kristy Hernandez,California,San Diego,2024-01,,,,
B-25232,2346.00,388.00,14,Furniture,Chairs,Debit Card,12-02-2021,Darren Moore,Illinois,Peoria,2021-02,,,,
B-25232,2346.00,388.00,14,Furniture,Chairs,Debit Card,27-12-2022,Stephanie Thomas,New York,Rochester,2022-12,,,,
B-25232,2346.00,388.00,14,Furniture,Chairs,Debit Card,19-01-2024,Kristy Hernandez,California,San Diego,2024-01,,,,
B-25591,7346.00,1043.00,10,Furniture,Sofas,Credit Card,25-12-2022,Randy Johnson,Ohio,Columbus,2022-12,,,,
B-25591,9770.00,4132.00,7,Electronics,Electronic Games,UPI,25-12-2022,Randy Johnson,Ohio,Columbus,2022-12,,,,
B-25591,7179.00,683.00,13,Electronics,Laptops,Credit Card,25-12-2022,Randy Johnson,Ohio,Columbus,2022-12,,,,
B-26325,5449.00,2389.00,2,Electronics,Phones,UPI,06-10-2022,James Benitez,Florida,Miami,2022-10,,,,
B-25251,2895.00,104.00,6,Furniture,Chairs,COD,27-04-2020,Donald York,New York,Buffalo,2020-04,,,,
B-25251,2895.00,104.00,6,Furniture,Chairs,COD,13-05-2024,Tiffany Parker,Texas,Houston,2024-05,,,,
B-25251,697.00,116.00,1,Furniture,Chairs,UPI,27-04-2020,Donald York,New York,Buffalo,2020-04,,,,
B-25251,697.00,116.00,1,Furniture,Chairs,UPI,13-05-2024,Tiffany Parker,Texas,Houston,2024-05,,,,
B-25464,6145.00,1414.00,4,Furniture,Chairs,COD,23-10-2020,Melissa Mcknight,California,Los Angeles,2020-10,,,,
B-25464,2504.00,440.00,18,Electronics,Printers,UPI,23-10-2020,Melissa Mcknight,California,Los Angeles,2020-10,,,,
B-25464,3124.00,138.00,16,Electronics,Phones,Debit Card,23-10-2020,Melissa Mcknight,California,Los Angeles,2020-10,,,,
B-26678,6934.00,1226.00,1,Electronics,Electronic Games,Debit Card,11-06-2021,Mr. Jack Mercado,Ohio,Cincinnati,2021-06,,,,
B-26678,6934.00,1226.00,1,Electronics,Electronic Games,Debit Card,08-09-2021,Christian Jones,New York,Rochester,2021-09,,,,
B-25962,4202.00,1171.00,3,Office Supplies,Markers,COD,23-11-2022,Rachel Fisher,Illinois,Peoria,2022-11,,,,
B-25962,4202.00,1171.00,3,Office Supplies,Markers,COD,31-10-2022,Donald Moore,New York,Rochester,2022-10,,,,
B-25962,4202.00,1171.00,3,Office Supplies,Markers,COD,06-11-2023,William Wu,Florida,Tampa,2023-11,,,,
B-25962,4202.00,1171.00,3,Office Supplies,Markers,COD,12-11-2023,Jesus Zuniga,Texas,Houston,2023-11,,,,
B-26586,2239.00,828.00,1,Electronics,Printers,UPI,26-06-2023,Michael Gallegos,California,Los Angeles,2023-06,,,,
B-26586,2239.00,828.00,1,Electronics,Printers,UPI,30-09-2023,Robert Daniels,Illinois,Chicago,2023-09,,,,
B-26586,2450.00,1002.00,4,Electronics,Phones,Debit Card,26-06-2023,Michael Gallegos,California,Los Angeles,2023-06,,,,
B-26586,2450.00,1002.00,4,Electronics,Phones,Debit Card,30-09-2023,Robert Daniels,Illinois,Chicago,2023-09,,,,
B-26841,9827.00,4208.00,13,Furniture,Chairs,Debit Card,12-09-2020,Jill Jones,New York,New York City,2020-09,,,,
B-26841,8077.00,240.00,15,Furniture,Sofas,Credit Card,12-09-2020,Jill Jones,New York,New York City,2020-09,,,,
B-26284,5152.00,2045.00,14,Electronics,Phones,UPI,27-11-2020,Elizabeth Miller,Illinois,Springfield,2020-11,,,,
B-26284,5152.00,2045.00,14,Electronics,Phones,UPI,25-08-2022,Sabrina Clark,California,Los Angeles,2022-08,,,,
B-26284,5152.00,2045.00,14,Electronics,Phones,UPI,23-08-2023,Larry Casey,Illinois,Chicago,2023-08,,,,
B-26284,5152.00,2045.00,14,Electronics,Phones,UPI,11-10-2023,Daniel Burns,New York,Rochester,2023-10,,,,
B-26478,2542.00,190.00,1,Office Supplies,Markers,Credit Card,21-04-2022,James Tanner,Texas,Houston,2022-04,,,,
B-26679,8102.00,1800.00,5,Office Supplies,Markers,UPI,14-09-2023,Leonard Gonzalez,California,San Francisco,2023-09,,,,
B-26679,8102.00,1800.00,5,Office Supplies,Markers,UPI,29-04-2020,Richard Lee,New York,Buffalo,2020-04,,,,
B-26679,8102.00,1800.00,5,Office Supplies,Markers,UPI,15-12-2020,Matthew Schroeder,Ohio,Cleveland,2020-12,,,,
B-26679,3234.00,1274.00,10,Furniture,Tables,EMI,14-09-2023,Leonard Gonzalez,California,San Francisco,2023-09,,,,
B-26679,3234.00,1274.00,10,Furniture,Tables,EMI,29-04-2020,Richard Lee,New York,Buffalo,2020-04,,,,
B-26679,3234.00,1274.00,10,Furniture,Tables,EMI,15-12-2020,Matthew Schroeder,Ohio,Cleveland,2020-12,,,,
B-26397,6200.00,2321.00,18,Furniture,Tables,Credit Card,11-07-2024,Marcus Flores,California,Los Angeles,2024-07,,,,
B-26397,6200.00,2321.00,18,Furniture,Tables,Credit Card,21-09-2024,Tonya Long,Florida,Miami,2024-09,,,,
B-25957,4470.00,413.00,13,Electronics,Laptops,UPI,02-02-2025,Michael Chambers,California,Los Angeles,2025-02,,,,
B-26916,916.00,362.00,7,Office Supplies,Pens,UPI,21-10-2022,Kaylee Glover,Illinois,Springfield,2022-10,,,,
B-26916,916.00,362.00,7,Office Supplies,Pens,UPI,21-10-2020,Pamela Patterson,California,San Francisco,2020-10,,,,
B-26916,1165.00,302.00,20,Furniture,Sofas,UPI,21-10-2022,Kaylee Glover,Illinois,Springfield,2022-10,,,,
B-26916,1165.00,302.00,20,Furniture,Sofas,UPI,21-10-2020,Pamela Patterson,California,San Francisco,2020-10,,,,
B-26916,7846.00,677.00,12,Furniture,Chairs,UPI,21-10-2022,Kaylee Glover,Illinois,Springfield,2022-10,,,,
B-26916,7846.00,677.00,12,Furniture,Chairs,UPI,21-10-2020,Pamela Patterson,California,San Francisco,2020-10,,,,
B-25925,3022.00,384.00,1,Office Supplies,Pens,Credit Card,11-01-2022,Ronald Mckinney,Texas,Austin,2022-01,,,,
B-25925,3022.00,384.00,1,Office Supplies,Pens,Credit Card,17-02-2021,James Hart,Illinois,Chicago,2021-02,,,,
B-25925,5266.00,1111.00,13,Electronics,Electronic Games,Debit Card,11-01-2022,Ronald Mckinney,Texas,Austin,2022-01,,,,
B-25925,5266.00,1111.00,13,Electronics,Electronic Games,Debit Card,17-02-2021,James Hart,Illinois,Chicago,2021-02,,,,
B-25602,4853.00,1764.00,9,Office Supplies,Pens,Debit Card,06-11-2021,Rhonda Harris,Florida,Orlando,2021-11,,,,
B-25602,4853.00,1764.00,9,Office Supplies,Pens,Debit Card,30-08-2022,Randy Fisher,Texas,Houston,2022-08,,,,
B-26592,9832.00,1270.00,1,Office Supplies,Pens,COD,07-10-2022,James Hernandez,California,San Francisco,2022-10,,,,
B-26592,796.00,153.00,15,Office Supplies,Pens,Credit Card,07-10-2022,James Hernandez,California,San Francisco,2022-10,,,,
B-26251,883.00,127.00,7,Furniture,Chairs,COD,04-06-2023,Brenda Murphy,California,San Francisco,2023-06,,,,
B-26251,4539.00,1155.00,8,Furniture,Bookcases,Debit Card,04-06-2023,Brenda Murphy,California,San Francisco,2023-06,,,,
B-26251,9659.00,2226.00,16,Office Supplies,Binders,Debit Card,04-06-2023,Brenda Murphy,California,San Francisco,2023-06,,,,
B-25979,9562.00,325.00,2,Electronics,Printers,Debit Card,13-05-2022,Andrew Kirby,California,San Diego,2022-05,,,,
B-25437,4688.00,1841.00,3,Electronics,Laptops,Credit Card,23-01-2023,Justin Thomas,California,San Francisco,2023-01,,,,
B-25437,4688.00,1841.00,3,Electronics,Laptops,Credit Card,25-07-2021,Jillian Johnson MD,California,San Diego,2021-07,,,,
B-26986,7900.00,482.00,4,Electronics,Phones,COD,08-03-2025,William Martin,Ohio,Columbus,2025-03,,,,
B-25990,6967.00,3257.00,17,Furniture,Bookcases,COD,25-12-2022,Mark Dixon,Ohio,Cincinnati,2022-12,,,,
B-25990,1091.00,277.00,6,Office Supplies,Paper,COD,25-12-2022,Mark Dixon,Ohio,Cincinnati,2022-12,,,,
B-25990,6027.00,1530.00,2,Office Supplies,Binders,Credit Card,25-12-2022,Mark Dixon,Ohio,Cincinnati,2022-12,,,,
B-25222,4852.00,218.00,2,Furniture,Tables,EMI,24-04-2024,Alicia Allen,Texas,Dallas,2024-04,,,,
B-25222,4852.00,218.00,2,Furniture,Tables,EMI,24-12-2021,Cynthia Meyer,Florida,Tampa,2021-12,,,,
B-25222,4852.00,218.00,2,Furniture,Tables,EMI,07-09-2023,Brandon Norton,Illinois,Springfield,2023-09,,,,
B-26402,4314.00,1453.00,6,Furniture,Sofas,COD,10-08-2021,Christina Scott,Florida,Tampa,2021-08,,,,
B-26792,3288.00,1477.00,3,Office Supplies,Pens,EMI,26-05-2024,Andrew Macias,Texas,Austin,2024-05,,,,
B-26792,3288.00,1477.00,3,Office Supplies,Pens,EMI,19-02-2022,Alejandro Williams,Illinois,Springfield,2022-02,,,,
B-25154,3977.00,813.00,5,Office Supplies,Binders,Credit Card,09-12-2024,Mark Rodriguez,New York,New York City,2024-12,,,,
B-26114,6252.00,1377.00,2,Electronics,Printers,EMI,01-06-2023,Sarah Montgomery,Illinois,Chicago,2023-06,,,,
B-26485,9084.00,3253.00,12,Office Supplies,Pens,Debit Card,05-11-2023,Marisa Prince,New York,Buffalo,2023-11,,,,
B-26191,8994.00,1481.00,15,Electronics,Phones,Credit Card,21-06-2020,James Bonilla,California,San Diego,2020-06,,,,
B-26754,1089.00,176.00,16,Office Supplies,Markers,EMI,26-10-2020,Robin Myers,Texas,Dallas,2020-10,,,,
B-25953,6690.00,1001.00,19,Office Supplies,Binders,UPI,06-06-2022,Nancy Sanchez,Illinois,Springfield,2022-06,,,,
B-25953,6690.00,1001.00,19,Office Supplies,Binders,UPI,13-11-2021,Sydney Walls,Illinois,Chicago,2021-11,,,,
B-25953,4985.00,1920.00,10,Furniture,Bookcases,Credit Card,06-06-2022,Nancy Sanchez,Illinois,Springfield,2022-06,,,,
B-25953,4985.00,1920.00,10,Furniture,Bookcases,Credit Card,13-11-2021,Sydney Walls,Illinois,Chicago,2021-11,,,,
B-26516,8590.00,3565.00,15,Electronics,Electronic Games,EMI,11-11-2021,Deborah Hoffman,Florida,Miami,2021-11,,,,
B-26516,6973.00,3038.00,10,Furniture,Tables,COD,11-11-2021,Deborah Hoffman,Florida,Miami,2021-11,,,,
B-26843,4591.00,1941.00,19,Electronics,Printers,EMI,31-07-2021,Megan Williams,Texas,Dallas,2021-07,,,,
B-26843,9612.00,2572.00,17,Office Supplies,Pens,Credit Card,31-07-2021,Megan Williams,Texas,Dallas,2021-07,,,,
B-26167,5343.00,655.00,1,Furniture,Chairs,EMI,13-04-2024,Shane Clark,California,San Diego,2024-04,,,,
B-26972,6956.00,318.00,20,Office Supplies,Markers,Debit Card,19-04-2022,Steven Haynes,Illinois,Springfield,2022-04,,,,
B-25673,5306.00,2405.00,17,Furniture,Tables,EMI,23-03-2024,Kimberly Fuller,New York,Buffalo,2024-03,,,,
B-26587,8982.00,448.00,17,Furniture,Sofas,UPI,07-05-2021,Angela Lyons,New York,New York City,2021-05,,,,
B-26587,4826.00,562.00,5,Office Supplies,Paper,Debit Card,07-05-2021,Angela Lyons,New York,New York City,2021-05,,,,
B-26668,972.00,106.00,15,Office Supplies,Pens,EMI,06-05-2022,Betty Tucker,Ohio,Cincinnati,2022-05,,,,
B-26906,3665.00,802.00,4,Office Supplies,Markers,Credit Card,09-08-2021,Brianna Hunt,Florida,Miami,2021-08,,,,
B-26906,3665.00,802.00,4,Office Supplies,Markers,Credit Card,09-02-2025,Cathy Clark,Florida,Tampa,2025-02,,,,
B-25226,9808.00,2117.00,2,Office Supplies,Pens,UPI,23-04-2024,Nicole Warren,California,Los Angeles,2024-04,,,,
B-25166,1133.00,73.00,17,Furniture,Chairs,UPI,23-02-2023,Richard Castaneda,Ohio,Cleveland,2023-02,,,,
B-25166,1133.00,73.00,17,Furniture,Chairs,UPI,06-06-2024,Sarah Torres,California,San Diego,2024-06,,,,
B-25166,6248.00,1168.00,19,Furniture,Bookcases,COD,23-02-2023,Richard Castaneda,Ohio,Cleveland,2023-02,,,,
B-25166,6248.00,1168.00,19,Furniture,Bookcases,COD,06-06-2024,Sarah Torres,California,San Diego,2024-06,,,,
B-25454,5666.00,2733.00,17,Electronics,Electronic Games,Credit Card,27-01-2025,Vanessa Deleon,Florida,Tampa,2025-01,,,,
B-26215,4171.00,1450.00,18,Office Supplies,Markers,COD,07-04-2023,Richard Lyons,Texas,Dallas,2023-04,,,,
B-25777,6236.00,2839.00,7,Electronics,Printers,Credit Card,20-01-2022,Eric Adams,Illinois,Springfield,2022-01,,,,
B-25777,6236.00,2839.00,7,Electronics,Printers,Credit Card,10-05-2022,Chad Brown,Florida,Orlando,2022-05,,,,
B-25383,5410.00,2456.00,8,Furniture,Chairs,Credit Card,29-05-2024,Kayla Becker,California,Los Angeles,2024-05,,,,
B-25383,5410.00,2456.00,8,Furniture,Chairs,Credit Card,04-01-2022,Ashley Freeman,Florida,Tampa,2022-01,,,,
B-26409,3024.00,1353.00,1,Furniture,Sofas,Credit Card,02-05-2024,Scott Harris,California,Los Angeles,2024-05,,,,
B-26409,3024.00,1353.00,1,Furniture,Sofas,Credit Card,28-12-2021,John James,Ohio,Columbus,2021-12,,,,
B-26684,7434.00,2851.00,5,Office Supplies,Markers,UPI,12-12-2022,Jesse Bond,Illinois,Springfield,2022-12,,,,
B-26726,7213.00,508.00,19,Electronics,Electronic Games,Debit Card,17-08-2023,Brandon Hughes,Texas,Dallas,2023-08,,,,
B-26726,7213.00,508.00,19,Electronics,Electronic Games,Debit Card,29-11-2021,Lynn Reynolds,Ohio,Cincinnati,2021-11,,,,
B-26726,3176.00,586.00,9,Furniture,Tables,EMI,17-08-2023,Brandon Hughes,Texas,Dallas,2023-08,,,,
B-26726,3176.00,586.00,9,Furniture,Tables,EMI,29-11-2021,Lynn Reynolds,Ohio,Cincinnati,2021-11,,,,
B-26136,9144.00,2220.00,18,Office Supplies,Binders,Credit Card,13-06-2021,Ronald Good,Florida,Miami,2021-06,,,,
B-26098,4146.00,865.00,19,Furniture,Tables,EMI,04-07-2022,Kyle Baker,Texas,Houston,2022-07,,,,
B-26098,3793.00,875.00,7,Furniture,Tables,EMI,04-07-2022,Kyle Baker,Texas,Houston,2022-07,,,,
B-25430,7169.00,2385.00,11,Furniture,Sofas,COD,27-06-2021,Michael Rivera,California,Los Angeles,2021-06,,,,
B-25430,4046.00,417.00,18,Furniture,Chairs,Credit Card,27-06-2021,Michael Rivera,California,Los Angeles,2021-06,,,,
B-25266,4164.00,905.00,11,Electronics,Phones,COD,04-12-2023,Lori Adkins,California,San Diego,2023-12,,,,
B-25266,5389.00,2196.00,5,Furniture,Tables,UPI,04-12-2023,Lori Adkins,California,San Diego,2023-12,,,,
B-25283,5448.00,2204.00,5,Furniture,Sofas,COD,09-08-2022,Luis Warner,New York,New York City,2022-08,,,,
